order_id,user_id,order_time,order_value,delivery_time_minutes,payment_method,is_discount_used,city
51,59,2024-02-24 08:57:00,499.27,17,COD,False,Mumbai
52,59,2024-02-27 06:15:00,742.95,16,UPI,True,Mumbai
53,60,2024-01-13 10:47:00,714.1,25,UPI,False,Pune
54,60,2024-02-20 21:09:00,899.6,18,UPI,True,Pune
55,61,2024-02-12 19:09:00,806.18,16,Card,False,Delhi
56,61,2024-02-25 19:37:00,686.2,16,COD,False,Delhi
57,62,2024-03-18 08:37:00,588.83,17,UPI,True,Delhi
58,64,2024-02-11 09:06:00,868.97,15,UPI,False,Hyderabad
59,64,2024-02-20 08:04:00,451.95,13,UPI,True,Hyderabad
60,64,2024-02-27 10:33:00,795.57,30,Card,True,Hyderabad
61,64,2024-03-07 19:11:00,486.95,5,Card,False,Hyderabad
62,65,2024-03-31 22:06:00,409.86,7,Card,False,Pune
63,66,2024-01-31 09:26:00,572.6,5,COD,True,Bangalore
64,67,2024-03-20 08:00:00,611.98,11,Card,False,Pune
65,68,2024-01-14 07:26:00,616.58,8,Card,False,Mumbai
66,69,2024-01-29 07:21:00,900.39,15,UPI,True,Pune
67,69,2024-02-09 04:28:00,757.07,26,COD,True,Pune
68,69,2024-02-20 23:34:00,997.08,16,COD,False,Pune
69,71,2024-03-11 23:48:00,319.29,8,UPI,False,Mumbai
70,72,2024-03-27 08:24:00,1050.81,17,Card,True,Mumbai
71,75,2024-03-22 09:31:00,563.35,16,Card,False,Bangalore
72,76,2024-03-03 07:28:00,789.19,9,COD,False,Pune
73,76,2024-03-12 08:22:00,757.82,23,COD,False,Pune
74,77,2024-03-28 19:43:00,458.66,14,Card,False,Delhi
75,78,2024-02-15 09:29:00,616.77,10,COD,False,Mumbai
76,78,2024-02-27 21:04:00,364.52,11,COD,False,Mumbai
77,78,2024-03-11 05:40:00,502.17,15,UPI,True,Mumbai
78,79,2024-02-26 09:30:00,693.29,14,Card,True,Delhi
79,81,2024-03-30 08:35:00,542.37,18,Card,True,Mumbai
80,82,2024-01-22 20:12:00,401.69,19,COD,True,Mumbai
81,83,2024-03-20 07:05:00,630.12,18,Card,False,Pune
82,84,2024-03-02 09:47:00,799.14,8,COD,False,Bangalore
83,84,2024-03-15 07:47:00,618.06,12,Card,False,Bangalore
84,85,2024-02-08 08:57:00,785.14,24,COD,True,Mumbai
85,88,2024-03-14 10:22:00,527.5,18,Card,False,Hyderabad
86,88,2024-03-23 09:44:00,734.94,23,COD,False,Hyderabad
87,89,2024-01-15 22:40:00,441.02,14,COD,True,Delhi
88,89,2024-01-18 18:43:00,630.81,5,UPI,False,Delhi
89,92,2024-01-11 18:11:00,827.24,17,UPI,False,Bangalore
90,92,2024-01-12 20:43:00,866.85,20,COD,False,Bangalore
91,94,2024-03-29 16:49:00,827.63,13,COD,True,Delhi
92,97,2024-02-10 07:39:00,755.52,14,UPI,False,Mumbai
93,101,2024-02-16 10:55:00,647.03,9,UPI,True,Mumbai
94,101,2024-02-19 07:25:00,546.57,6,Card,False,Mumbai
95,101,2024-03-11 21:18:00,495.81,20,UPI,False,Mumbai
96,101,2024-03-22 09:51:00,769.22,11,COD,False,Mumbai
97,102,2024-03-27 22:42:00,502.09,17,COD,True,Pune
98,103,2024-01-11 23:37:00,1127.33,18,Card,True,Mumbai
99,103,2024-01-18 16:52:00,832.51,24,UPI,True,Mumbai
100,104,2024-03-17 20:43:00,633.3,20,Card,False,Bangalore
101,109,2024-02-26 00:35:00,464.2,5,Card,False,Hyderabad
102,109,2024-03-01 09:22:00,225.02,15,COD,False,Hyderabad
103,109,2024-03-03 07:22:00,203.83,11,UPI,True,Hyderabad
104,110,2024-03-24 20:54:00,763.75,17,COD,False,Bangalore
105,111,2024-03-09 21:56:00,682.96,24,UPI,False,Bangalore
106,111,2024-03-16 21:57:00,213.59,12,COD,True,Bangalore
107,111,2024-03-20 21:25:00,346.2,7,UPI,False,Bangalore
108,111,2024-03-26 20:10:00,568.05,12,UPI,False,Bangalore
109,112,2024-02-22 10:55:00,667.8,11,COD,False,Bangalore
110,112,2024-02-24 19:35:00,602.11,16,COD,True,Bangalore
111,113,2024-03-01 09:30:00,363.95,24,COD,True,Hyderabad
112,115,2024-03-05 23:09:00,597.21,20,Card,False,Delhi
113,118,2024-02-08 10:13:00,777.05,15,UPI,True,Pune
114,118,2024-02-18 19:32:00,410.7,23,UPI,False,Pune
115,119,2024-02-07 10:39:00,656.24,16,UPI,False,Bangalore
116,120,2024-01-31 23:37:00,717.0,16,COD,False,Mumbai
117,120,2024-02-06 16:02:00,966.51,19,Card,True,Mumbai
118,121,2024-03-04 18:08:00,575.51,8,UPI,True,Pune
119,123,2024-03-28 09:35:00,720.82,12,UPI,False,Hyderabad
120,125,2024-02-01 19:20:00,669.26,8,UPI,False,Delhi
121,126,2024-03-16 08:29:00,453.17,14,Card,True,Delhi
122,127,2024-01-25 08:07:00,506.98,9,COD,False,Hyderabad
123,129,2024-01-27 10:33:00,594.96,24,COD,False,Hyderabad
124,129,2024-02-08 20:40:00,932.93,21,Card,False,Hyderabad
125,129,2024-02-20 08:10:00,488.24,19,Card,False,Hyderabad
126,130,2024-02-09 08:15:00,491.14,20,Card,False,Bangalore
127,130,2024-02-23 07:34:00,296.02,14,COD,True,Bangalore
128,131,2024-02-20 08:40:00,522.8,23,UPI,False,Hyderabad
129,133,2024-03-22 19:10:00,392.81,19,UPI,False,Mumbai
130,133,2024-03-26 08:48:00,447.61,20,COD,True,Mumbai
131,134,2024-02-06 08:24:00,775.57,17,Card,False,Hyderabad
132,134,2024-02-08 13:28:00,595.59,22,COD,False,Hyderabad
133,134,2024-02-21 07:13:00,1198.56,7,COD,False,Hyderabad
134,136,2024-03-17 20:51:00,744.53,28,UPI,False,Hyderabad
135,137,2024-02-07 09:57:00,577.28,13,Card,False,Hyderabad
136,137,2024-02-15 21:42:00,852.77,14,COD,False,Hyderabad
137,142,2024-01-21 19:48:00,443.17,19,UPI,True,Hyderabad
138,142,2024-01-26 17:03:00,824.24,15,Card,False,Hyderabad
139,143,2024-01-29 10:24:00,905.67,27,Card,True,Hyderabad
140,143,2024-02-05 19:15:00,549.48,22,COD,False,Hyderabad
141,143,2024-02-08 07:36:00,659.43,5,Card,False,Hyderabad
142,144,2024-03-07 23:33:00,628.0,17,COD,True,Pune
143,146,2024-02-07 23:05:00,334.75,18,UPI,True,Mumbai
144,146,2024-03-10 09:07:00,726.44,21,Card,False,Mumbai
145,147,2024-02-14 07:26:00,789.32,22,COD,False,Delhi
146,148,2024-02-19 10:08:00,517.99,21,Card,True,Hyderabad
147,149,2024-03-09 23:03:00,618.22,17,COD,False,Mumbai
148,150,2024-03-22 22:29:00,799.64,18,COD,False,Mumbai
149,150,2024-03-29 20:03:00,1015.47,21,COD,True,Mumbai
150,151,2024-03-29 07:53:00,615.93,31,COD,False,Mumbai
151,153,2024-02-25 09:09:00,847.37,5,UPI,True,Delhi
152,156,2024-02-22 23:25:00,439.7,14,UPI,False,Mumbai
153,157,2024-03-19 03:39:00,510.67,15,UPI,True,Hyderabad
154,157,2024-03-27 07:54:00,288.11,21,Card,True,Hyderabad
155,161,2024-01-23 18:19:00,668.63,11,Card,False,Pune
156,161,2024-02-08 23:52:00,728.31,21,Card,True,Pune
157,162,2024-03-08 18:42:00,404.35,13,Card,True,Hyderabad
158,163,2024-02-21 23:43:00,647.97,14,UPI,True,Hyderabad
159,163,2024-02-26 18:36:00,190.51,26,Card,False,Hyderabad
160,164,2024-01-30 23:12:00,333.46,16,COD,True,Pune
161,165,2024-03-02 07:45:00,793.39,8,Card,False,Hyderabad
162,165,2024-03-25 20:06:00,689.89,21,UPI,False,Hyderabad
163,165,2024-03-27 18:31:00,504.06,23,Card,True,Hyderabad
164,165,2024-03-30 08:08:00,1037.15,15,UPI,False,Hyderabad
165,168,2024-02-09 22:33:00,747.03,16,Card,True,Hyderabad
166,169,2024-03-05 09:05:00,230.35,18,Card,True,Delhi
167,169,2024-03-15 08:42:00,484.2,5,UPI,False,Delhi
168,171,2024-03-21 10:17:00,757.66,24,UPI,True,Delhi
169,171,2024-03-22 10:15:00,402.59,23,Card,False,Delhi
170,172,2024-03-13 08:27:00,407.02,27,COD,False,Hyderabad
171,172,2024-03-28 06:34:00,597.93,19,UPI,True,Hyderabad
172,173,2024-03-26 23:49:00,867.72,16,UPI,False,Hyderabad
173,174,2024-01-18 07:22:00,330.08,13,COD,False,Bangalore
174,174,2024-02-09 09:21:00,520.03,18,Card,True,Bangalore
175,175,2024-03-31 10:02:00,735.3,38,COD,True,Delhi
176,176,2024-03-08 02:19:00,388.78,15,UPI,False,Pune
177,177,2024-03-22 22:02:00,394.96,6,UPI,False,Bangalore
178,178,2024-02-20 07:47:00,885.47,18,UPI,True,Bangalore
179,178,2024-03-03 08:22:00,645.82,24,UPI,True,Bangalore
180,179,2024-01-18 21:42:00,653.76,16,UPI,False,Delhi
181,181,2024-03-14 19:28:00,943.67,14,COD,True,Bangalore
182,182,2024-02-01 10:14:00,582.73,16,COD,True,Bangalore
183,182,2024-02-11 22:37:00,560.91,5,UPI,False,Bangalore
184,183,2024-01-27 19:01:00,386.46,23,COD,False,Bangalore
185,188,2024-01-08 08:12:00,758.54,13,Card,False,Bangalore
186,188,2024-01-13 08:52:00,811.56,9,COD,False,Bangalore
187,188,2024-01-22 09:28:00,522.29,14,UPI,True,Bangalore
188,188,2024-01-29 22:58:00,675.61,11,UPI,False,Bangalore
189,189,2024-01-15 10:42:00,756.3,32,Card,True,Hyderabad
190,193,2024-03-15 12:13:00,827.12,12,COD,False,Hyderabad
191,194,2024-02-22 06:58:00,874.9,16,UPI,False,Pune
192,196,2024-01-30 09:24:00,11.37,22,UPI,False,Delhi
193,196,2024-02-15 19:08:00,788.88,11,Card,False,Delhi
194,197,2024-02-04 19:15:00,395.25,18,COD,False,Delhi
195,197,2024-02-11 23:52:00,218.75,14,UPI,False,Delhi
196,200,2024-01-07 18:34:00,1042.14,17,UPI,False,Delhi
197,200,2024-01-14 10:55:00,1038.08,22,COD,True,Delhi
198,200,2024-01-19 21:38:00,805.5,23,UPI,False,Delhi
199,201,2024-03-31 00:53:00,675.45,29,UPI,False,Hyderabad
200,202,2024-03-22 08:03:00,806.53,16,UPI,False,Pune
201,205,2024-01-24 08:00:00,504.01,26,UPI,False,Bangalore
202,206,2024-01-31 08:15:00,627.77,13,UPI,False,Hyderabad
203,206,2024-02-22 13:23:00,759.62,22,UPI,False,Hyderabad
204,206,2024-02-28 07:08:00,982.32,9,COD,False,Hyderabad
205,206,2024-03-04 09:07:00,546.99,14,UPI,True,Hyderabad
206,207,2024-02-15 08:10:00,1139.67,12,COD,False,Pune
207,208,2024-01-22 23:02:00,429.8,19,Card,True,Pune
208,209,2024-02-21 22:59:00,753.83,23,COD,False,Pune
209,209,2024-03-06 20:39:00,768.12,16,Card,False,Pune
210,210,2024-01-22 09:22:00,501.42,13,COD,False,Delhi
211,210,2024-01-27 18:00:00,335.21,5,Card,False,Delhi
212,210,2024-02-17 07:50:00,928.29,28,Card,False,Delhi
213,212,2024-03-27 23:24:00,932.59,18,Card,True,Hyderabad
214,213,2024-03-16 21:21:00,551.32,17,UPI,True,Hyderabad
215,213,2024-03-20 10:19:00,575.02,18,COD,False,Hyderabad
216,216,2024-02-28 09:16:00,828.68,16,Card,False,Hyderabad
217,216,2024-03-17 19:20:00,742.5,18,UPI,True,Hyderabad
218,216,2024-03-18 09:14:00,677.64,24,Card,True,Hyderabad
219,217,2024-03-19 23:11:00,329.43,12,Card,False,Mumbai
220,218,2024-02-14 11:54:00,565.75,18,Card,False,Bangalore
221,218,2024-03-06 10:19:00,596.79,18,COD,True,Bangalore
222,219,2024-03-07 08:16:00,333.95,33,Card,False,Pune
223,219,2024-03-13 09:10:00,666.48,6,UPI,False,Pune
224,222,2024-02-02 09:40:00,663.21,15,Card,True,Bangalore
225,222,2024-02-09 07:49:00,856.82,21,COD,True,Bangalore
226,222,2024-02-14 20:39:00,488.66,8,UPI,False,Bangalore
227,223,2024-03-07 10:38:00,754.09,20,UPI,False,Hyderabad
228,225,2024-02-19 08:17:00,791.14,31,Card,True,Pune
229,226,2024-01-25 10:40:00,421.91,17,UPI,False,Delhi
230,226,2024-02-09 09:08:00,481.46,14,COD,False,Delhi
231,227,2024-01-21 07:11:00,651.4,21,UPI,True,Delhi
232,228,2024-03-18 23:29:00,512.82,10,Card,False,Bangalore
233,228,2024-03-29 09:43:00,670.33,23,Card,True,Bangalore
234,230,2024-02-27 08:34:00,676.58,21,UPI,False,Delhi
235,230,2024-03-06 10:10:00,647.21,27,Card,False,Delhi
236,232,2024-01-08 18:00:00,416.85,15,Card,False,Bangalore
237,233,2024-01-24 08:18:00,111.86,19,UPI,False,Hyderabad
238,233,2024-01-31 07:16:00,558.83,16,UPI,False,Hyderabad
239,235,2024-02-28 18:17:00,414.35,9,UPI,False,Delhi
240,235,2024-03-06 19:54:00,646.14,22,COD,False,Delhi
241,235,2024-03-18 10:29:00,661.27,18,COD,False,Delhi
242,238,2024-03-12 10:37:00,848.57,18,UPI,True,Mumbai
243,238,2024-03-28 08:50:00,308.36,18,Card,False,Mumbai
244,238,2024-03-30 01:12:00,674.07,27,UPI,False,Mumbai
245,240,2024-01-10 18:21:00,349.32,14,COD,False,Delhi
246,240,2024-01-18 22:26:00,576.57,20,UPI,True,Delhi
247,242,2024-03-21 08:16:00,530.82,27,Card,False,Hyderabad
248,245,2024-02-08 21:06:00,779.16,12,Card,False,Bangalore
249,245,2024-02-21 23:47:00,633.73,23,COD,False,Bangalore
250,245,2024-03-21 09:56:00,592.46,22,COD,False,Bangalore
251,246,2024-03-02 09:05:00,833.0,19,COD,True,Mumbai
252,247,2024-01-29 19:59:00,566.15,21,UPI,True,Bangalore
253,247,2024-01-30 05:27:00,127.03,26,COD,False,Bangalore
254,249,2024-02-19 07:27:00,258.81,30,COD,False,Hyderabad
255,251,2024-02-19 23:17:00,591.82,14,COD,False,Mumbai
256,252,2024-03-11 22:50:00,801.28,17,COD,True,Pune
257,252,2024-03-20 23:33:00,652.15,11,COD,True,Pune
258,255,2024-03-30 09:59:00,659.03,14,COD,True,Pune
259,258,2024-01-29 22:11:00,618.59,17,COD,False,Hyderabad
260,258,2024-02-01 23:01:00,497.99,14,COD,False,Hyderabad
261,258,2024-02-03 21:40:00,788.74,19,Card,True,Hyderabad
262,259,2024-02-07 08:20:00,426.25,14,UPI,True,Hyderabad
263,261,2024-02-08 10:08:00,593.5,21,UPI,True,Mumbai
264,261,2024-02-14 14:46:00,418.84,22,Card,False,Mumbai
265,263,2024-03-23 10:13:00,493.4,7,COD,False,Delhi
266,263,2024-03-27 22:56:00,584.24,13,Card,True,Delhi
267,267,2024-01-27 22:14:00,748.2,14,Card,False,Delhi
268,267,2024-01-28 08:32:00,630.09,16,Card,False,Delhi
269,267,2024-02-06 09:11:00,638.99,18,UPI,False,Delhi
270,269,2024-02-11 07:26:00,702.12,17,Card,True,Hyderabad
271,269,2024-02-28 22:37:00,879.88,13,UPI,False,Hyderabad
272,270,2024-01-29 08:58:00,337.69,16,UPI,False,Hyderabad
273,270,2024-02-04 10:19:00,429.76,19,COD,False,Hyderabad
274,273,2024-03-07 21:13:00,1041.92,21,COD,False,Bangalore
275,278,2024-01-18 10:01:00,666.47,13,Card,False,Mumbai
276,280,2024-03-11 07:52:00,690.78,7,UPI,False,Hyderabad
277,282,2024-03-13 21:59:00,475.03,12,Card,True,Pune
278,282,2024-03-26 22:56:00,746.43,11,UPI,False,Pune
279,282,2024-03-28 04:00:00,604.68,24,UPI,False,Pune
280,284,2024-03-10 18:18:00,917.9,12,UPI,False,Delhi
281,286,2024-03-03 22:34:00,167.59,13,COD,False,Bangalore
282,288,2024-02-03 10:20:00,379.05,20,Card,True,Bangalore
283,289,2024-03-14 10:11:00,523.77,23,COD,False,Delhi
284,291,2024-02-25 10:47:00,880.3,21,UPI,False,Pune
285,291,2024-02-26 19:16:00,486.81,10,UPI,False,Pune
286,292,2024-01-26 08:58:00,907.51,17,COD,False,Delhi
287,292,2024-02-23 15:11:00,481.1,14,UPI,True,Delhi
288,292,2024-02-25 10:50:00,484.55,20,UPI,False,Delhi
289,292,2024-03-02 21:17:00,289.69,18,UPI,False,Delhi
290,294,2024-02-24 17:33:00,330.46,31,COD,False,Delhi
291,296,2024-03-01 22:34:00,593.5,16,COD,True,Pune
292,297,2024-03-08 20:11:00,335.03,29,COD,False,Hyderabad
293,301,2024-03-02 12:33:00,751.44,29,UPI,False,Hyderabad
294,301,2024-03-14 07:53:00,403.07,20,UPI,False,Hyderabad
295,301,2024-03-19 12:39:00,455.3,21,COD,False,Hyderabad
296,301,2024-03-23 20:00:00,405.79,25,COD,True,Hyderabad
297,301,2024-03-30 21:02:00,488.95,17,Card,True,Hyderabad
298,302,2024-03-23 21:58:00,748.26,12,Card,False,Mumbai
299,303,2024-03-24 18:02:00,841.8,21,UPI,False,Delhi
300,304,2024-02-13 10:07:00,812.83,7,COD,False,Pune
301,308,2024-03-09 10:25:00,509.67,33,Card,True,Delhi
302,309,2024-03-16 22:51:00,547.37,29,COD,False,Hyderabad
303,312,2024-01-31 12:24:00,538.87,9,UPI,True,Mumbai
304,312,2024-02-01 19:35:00,432.36,24,COD,True,Mumbai
305,312,2024-02-23 23:17:00,718.71,14,COD,True,Mumbai
306,313,2024-02-07 22:38:00,716.92,18,Card,True,Bangalore
307,314,2024-03-19 10:50:00,695.93,19,UPI,False,Pune
308,314,2024-03-25 22:15:00,646.35,15,Card,False,Pune
309,320,2024-02-06 20:34:00,857.69,12,Card,True,Pune
310,320,2024-02-09 18:24:00,825.77,14,UPI,True,Pune
311,321,2024-03-16 23:35:00,640.4,16,UPI,False,Pune
312,322,2024-01-15 21:05:00,396.8,15,Card,False,Delhi
313,323,2024-03-04 23:36:00,388.94,7,COD,False,Bangalore
314,323,2024-03-10 10:30:00,642.38,16,UPI,False,Bangalore
315,324,2024-02-15 19:35:00,510.85,24,Card,False,Pune
316,327,2024-01-26 18:31:00,311.46,12,UPI,True,Bangalore
317,327,2024-02-04 10:12:00,876.64,20,Card,False,Bangalore
318,327,2024-02-16 10:51:00,741.99,25,COD,False,Bangalore
319,328,2024-03-18 03:36:00,939.52,21,Card,True,Pune
320,329,2024-02-06 20:05:00,729.23,19,Card,True,Delhi
321,329,2024-02-13 07:09:00,327.59,16,COD,False,Delhi
322,330,2024-02-16 07:42:00,598.17,13,Card,False,Hyderabad
323,330,2024-02-25 02:22:00,985.26,18,UPI,True,Hyderabad
324,330,2024-03-02 09:02:00,835.77,18,COD,False,Hyderabad
325,333,2024-02-28 08:41:00,537.66,15,Card,False,Mumbai
326,333,2024-03-20 22:39:00,451.53,10,UPI,False,Mumbai
327,334,2024-03-18 18:01:00,601.51,21,COD,True,Bangalore
328,334,2024-03-29 23:16:00,636.25,23,COD,True,Bangalore
329,335,2024-03-11 07:22:00,1029.66,15,UPI,True,Pune
330,335,2024-03-22 18:34:00,832.6,17,UPI,True,Pune
331,335,2024-03-26 10:59:00,741.92,15,Card,False,Pune
332,336,2024-02-20 23:33:00,641.7,23,Card,True,Bangalore
333,336,2024-03-04 23:04:00,603.65,5,Card,True,Bangalore
334,336,2024-03-16 04:25:00,705.5,25,COD,True,Bangalore
335,339,2024-01-25 09:49:00,255.55,20,COD,True,Hyderabad
336,340,2024-01-21 18:23:00,682.27,13,COD,False,Hyderabad
337,340,2024-02-04 22:15:00,842.93,20,UPI,False,Hyderabad
338,340,2024-02-20 02:53:00,681.16,17,UPI,False,Hyderabad
339,343,2024-03-03 18:36:00,402.61,18,COD,True,Mumbai
340,343,2024-03-07 07:16:00,686.2,5,Card,True,Mumbai
341,343,2024-03-14 20:45:00,476.36,19,UPI,False,Mumbai
342,344,2024-03-08 19:51:00,725.95,8,COD,True,Delhi
343,345,2024-02-05 09:21:00,711.37,16,COD,False,Hyderabad
344,347,2024-03-06 07:30:00,171.71,29,Card,True,Bangalore
345,348,2024-02-17 19:42:00,558.12,13,COD,False,Delhi
346,349,2024-03-22 21:12:00,272.72,26,UPI,False,Pune
347,349,2024-03-29 09:49:00,627.17,29,COD,True,Pune
348,350,2024-02-15 10:18:00,560.39,17,UPI,True,Delhi
349,351,2024-01-26 19:45:00,809.62,15,COD,True,Bangalore
350,352,2024-03-25 10:47:00,669.08,11,Card,True,Delhi
351,353,2024-03-26 07:16:00,447.57,15,COD,True,Hyderabad
352,355,2024-01-30 23:35:00,683.81,33,COD,False,Hyderabad
353,356,2024-03-05 08:31:00,827.56,21,UPI,False,Bangalore
354,357,2024-02-18 10:53:00,950.46,9,Card,False,Pune
355,357,2024-02-22 10:20:00,446.25,5,UPI,True,Pune
356,357,2024-03-15 14:56:00,716.34,15,COD,True,Pune
357,357,2024-03-28 22:01:00,566.64,19,COD,True,Pune
358,358,2024-03-13 22:25:00,404.4,17,UPI,True,Hyderabad
359,362,2024-03-20 03:34:00,745.3,9,Card,True,Delhi
360,362,2024-03-25 00:03:00,916.9,22,COD,True,Delhi
361,363,2024-03-15 19:29:00,738.56,13,UPI,True,Delhi
362,364,2024-02-03 10:49:00,838.09,16,Card,False,Bangalore
363,368,2024-02-14 23:57:00,642.24,24,Card,False,Pune
364,369,2024-01-25 23:28:00,792.19,15,Card,False,Bangalore
365,369,2024-01-26 21:59:00,463.11,21,Card,False,Bangalore
366,370,2024-02-21 19:47:00,542.29,10,COD,True,Bangalore
367,370,2024-03-09 23:40:00,829.3,27,UPI,False,Bangalore
368,370,2024-03-23 22:53:00,366.45,11,Card,True,Bangalore
369,370,2024-03-24 09:13:00,372.87,25,Card,False,Bangalore
370,371,2024-02-03 18:11:00,476.79,21,Card,True,Pune
371,371,2024-02-12 10:58:00,445.92,27,COD,False,Pune
372,372,2024-03-24 19:24:00,636.97,24,Card,False,Hyderabad
373,373,2024-02-20 09:23:00,205.94,19,Card,False,Pune
374,373,2024-02-29 23:40:00,555.89,5,COD,False,Pune
375,373,2024-03-10 07:37:00,374.96,19,UPI,False,Pune
376,373,2024-03-12 08:01:00,712.29,11,COD,True,Pune
377,373,2024-03-28 07:05:00,572.45,21,COD,False,Pune
378,375,2024-03-08 19:09:00,365.16,22,Card,True,Bangalore
379,375,2024-03-12 23:59:00,929.58,15,COD,True,Bangalore
380,376,2024-03-04 12:28:00,625.26,18,Card,False,Delhi
381,378,2024-01-29 07:03:00,320.13,31,Card,False,Mumbai
382,378,2024-02-05 23:19:00,932.8,22,COD,False,Mumbai
383,378,2024-03-10 09:20:00,771.93,16,COD,False,Mumbai
384,378,2024-03-18 08:51:00,462.65,12,Card,False,Mumbai
385,378,2024-03-27 18:19:00,759.71,20,COD,True,Mumbai
386,381,2024-01-29 10:02:00,913.93,24,Card,True,Delhi
387,382,2024-01-11 08:15:00,838.72,17,UPI,False,Hyderabad
388,382,2024-01-20 08:48:00,780.42,15,UPI,True,Hyderabad
389,385,2024-03-18 07:53:00,689.14,19,COD,False,Delhi
390,385,2024-03-22 10:07:00,279.06,20,COD,False,Delhi
391,388,2024-01-16 08:01:00,620.51,11,UPI,False,Hyderabad
392,388,2024-02-02 20:01:00,766.24,7,COD,False,Hyderabad
393,388,2024-02-03 19:40:00,665.43,23,Card,True,Hyderabad
394,388,2024-02-10 18:48:00,876.03,11,COD,True,Hyderabad
395,389,2024-03-21 23:03:00,629.42,30,Card,False,Mumbai
396,389,2024-03-23 20:30:00,640.35,21,Card,True,Mumbai
397,392,2024-02-20 19:35:00,576.09,21,Card,False,Mumbai
398,393,2024-02-23 21:21:00,781.14,17,COD,True,Pune
399,393,2024-02-28 09:27:00,319.99,32,Card,False,Pune
400,394,2024-03-02 08:36:00,363.91,17,COD,True,Mumbai
401,395,2024-01-08 23:23:00,482.45,27,UPI,False,Bangalore
402,395,2024-01-31 09:51:00,727.64,9,Card,False,Bangalore
403,395,2024-02-05 09:40:00,732.72,28,Card,False,Bangalore
404,397,2024-03-06 08:24:00,681.83,19,Card,True,Delhi
405,398,2024-03-25 22:59:00,425.16,26,UPI,False,Mumbai
406,401,2024-02-07 19:01:00,509.46,17,COD,False,Mumbai
407,403,2024-01-26 08:20:00,534.32,10,Card,True,Hyderabad
408,405,2024-03-21 23:37:00,713.32,24,Card,False,Bangalore
409,410,2024-02-28 07:08:00,629.3,21,COD,False,Delhi
